intnum	sex	age	Zeitung_W1	TV_W1	Zeitung_W2	TV_W2	Zeitung_W3	TV_W3	Einstellung_W1	Einstellung_W2	Einstellung_W3	Einstellung_Pro1	Einstellung_Pro2	Einstellung_Pro3	Cert1	Cert2	Cert3	Media_Reliance	Disk_Reliance	dim_bildung	dim_x	dim_y	dim_lr	dim_spr
43656	2	26	30	2	2	30	2	30	10	10	10	1.58298696767606	1.78090346576218	1.55391874865542	1	1	1	.733333333333333	.866666666666667	.4	6.32	2.43	.8	1
43665	2	62	31	7	7	31	5	33	5	8	10	.119273535149231	.57742032292485	.51893158495443	.6	.6	.8	.6	.4	.6	5.11	1.68	0	0
43669	1	38	32	2	2	32	 	 	5	5	 	.148271451203167	-.685533794977579	 	.6	.4	 	.8	.6	.8	6.8	2.62	.4	1
43673	2	72	32	2	1	30	1	22	9	10	10	 	1.32660258485256	1.19675352841003	.8	1	1	.866666666666667	.4	.6	6.8775	2.8075	0	1
43816	2	50	32	6	6	30	 	 	2	2	 	-1.09834590126866	-1.13039784417331	 	.8	.6	 	.666666666666667	.666666666666667	.6	6.14	1.77	-.8	1
43818	2	45	30	2	2	20	2	20	3	2	1	-.990865911616635	-2.28731689125883	-.958303593183343	.4	1	1	1	.2	.6	6.14	1.77	-.4	1
43824	2	34	31	5	5	31	5	32	5	3	3	-.702338847334175	-1.27890846769101	-1.19148676519891	.8	1	.8	.533333333333333	.5	.6	6.01	2.44	 	0
43846	1	53	20	2	2	20	2	20	8	8	8	.617504286833563	.560327750150417	.45879593392248	.8	.8	.8	.733333333333333	.333333333333333	.6	6.22	2.13	.6	1
43884	2	20	20	1	2	20	2	20	8	9	10	.958556701870774	1.02648336285677	1.13079958353477	.8	1	.8	.733333333333333	.2	.6	6.16	2.06	.4	1
43903	1	51	33	9	-99.99	33	-99.99	-99.99	2	2	3	-2.11873369797094	-.955667456114065	-1.48239819079257	.8	1	1	.6	.2	1	5.39	1.55	 	0
44010	1	48	11	1	6	21	 	 	7	7	 	-.322421978811092	-.183136744454828	 	1	.8	 	.8	.6	.6	6.7	2.2	.2	1
44048	2	53	20	2	2	20	2	20	5	7	8	1.23214031884119	.611684940011765	.666548476400148	.8	.8	1	.8	.2	.6	6.06	2.2	-.2	1
44071	2	53	20	1	2	20	 	 	4	4	 	-1.7669557566205	-1.05783281085169	 	1	1	 	.8	.466666666666667	.6	6.09	1.91	-.4	1
44082	1	59	31	3	3	31	3	31	5	1	1	-1.38419797957515	-.955827348504318	-1.68632732032829	.8	.6	1	.8	.8	.6	5.4	1.52	0	0
44281	1	19	32	2	 	 	 	 	7	 	 	-.0617579888402565	 	 	.8	 	 	.866666666666667	.6	.8	7.93	1.46	.2	1
44291	2	57	31	9	5	31	5	32	1	1	2	-1.15372952446451	-1.6460812193594	-2.24381666530986	.6	1	1	.8	.2	.8	5.76	1.82	0	0
44316	1	67	32	8	9	31	9	32	8	8	10	 	.481357032572148	.259189374162657	1	1	.8	.8	.4	.6	5.76	1.82	.2	0
44361	1	46	31	3	 	 	 	 	5	 	 	.221188275615082	 	 	.8	 	 	.733333333333333	.2	1	5.41	1.72	0	0
44448	2	67	31	3	7	31	3	31	5	3	1	 	-.939530255018971	-.637898840243364	.4	.6	.6	.933333333333333	.5	.2	5.605	1.71	-.2	0
44453	2	65	19	2	2	19	2	19	8	6	10	 	-.12889551853222	.492522925654038	.6	1	1	.733333333333333	.2	.6	6.05	2.64	0	1
44515	2	54	30	1	1	30	1	30	5	5	6	.116816108553379	-.150263865844935	.0254225352736216	.6	.8	.6	.666666666666667	.2	.6	5.84666666666667	2.13666666666667	0	1
44557	1	47	18	1	6	18	1	18	10	9	9	1.23200735819808	1.24824012685282	1.38046027044365	1	1	1	.733333333333333	.666666666666667	.6	6.51	2.38	.6	1
44569	2	59	30	9	1	32	1	-99.99	8	7	8	.844365801879539	.247606679912617	.470231872137373	1	.8	1	.733333333333333	.2	.4	6.9	2.85	0	1
44601	2	56	33	8	 	 	 	 	7	 	 	.789949357242238	 	 	1	 	 	.533333333333333	.6	.6	4.99	1.15	0	0
44613	1	34	32	7	5	31	5	31	8	7	9	 	-.0687921528015166	.561362159829415	.8	.8	1	.8	.266666666666667	.6	5.66	2.15	.6	0
44699	1	61	13	7	5	13	5	13	3	10	3	.493166280191596	.186688094363172	.457328334252882	.4	1	.2	1	.4	.6	6.11	2.67	-1	1
44728	2	81	-99.99	6	6	32	6	30	5	4	8	.380295914906698	.491051830233439	.473017744397091	.6	.6	1	.466666666666667	.2	.6	6.13	2.33	-.8	1
44741	1	68	11	1	1	19	1	32	10	5	3	-.292646123349255	-.024543880360159	.59702806979641	1	.6	.6	1	.4	.6	6.11	2.67	0	1
44751	2	80	13	9	-99.99	13	 	 	2	3	 	-1.33230051472245	-1.24563191471895	 	1	.8	 	.866666666666667	.4	.6	6.85	2.485	0	1
44776	1	49	19	2	 	 	 	 	2	 	 	-.902426236210295	 	 	.6	 	 	.666666666666667	.533333333333333	1	6.13	2.63	-.4	1
44822	1	40	31	9	9	31	5	31	6	7	7	 	-.14276801550802	-.149677802409616	1	.8	.8	.666666666666667	.2	.4	6.062	1.252	0	0
44837	2	28	30	2	 	 	 	 	10	 	 	1.1686952732244	 	 	1	 	 	1	1	.6	7.59	1.91	-1	1
44949	2	39	13	9	-99.99	19	-99.99	-99.99	10	10	5	1.31455706452568	1.56674620737358	1.40448554446494	1	1	1	.4	.3	1	6.11	2.67	.4	1
44959	2	55	13	1	-99.99	32	8	13	9	5	6	1.5980068203062	.646715816114041	.659224648422334	1	.8	.8	.666666666666667	.8	.8	6.15	2.69	 	1
44961	1	71	19	1	-99.99	19	-99.99	19	6	8	7	.4088174547433	.111180696409946	.209410784810149	.2	.4	.2	.466666666666667	.2	1	6.15	2.69	0	1
44978	1	56	19	2	2	19	 	 	6	6	 	.010214115040292	.412417281217905	 	1	1	 	.6	.6	.6	6.11	2.67	-.2	1
44993	2	40	15	1	 	 	 	 	6	 	 	-.813750282133008	 	 	.6	 	 	.866666666666667	.2	.6	7.03666666666667	2.30333333333333	0	1
44997	1	72	13	8	 	 	 	 	10	 	 	.809517317621527	 	 	1	 	 	.6	1	1	7.03666666666667	2.30333333333333	.6	1
45027	1	61	18	1	1	32	2	18	6	8	10	.539217953852375	.457142759899284	.724353325363294	1	1	1	.733333333333333	.533333333333333	1	6.49	2.37	.4	1
45041	2	52	22	1	1	22	1	30	9	8	4	.895201423939937	.584238372303853	.719603459191974	1	.8	.8	.8	.2	.6	7.21	2.13	.4	1
45083	2	24	23	1	 	 	 	 	10	 	 	1.08832779326765	 	 	.8	 	 	.8	.2	.6	7.49	2.64	0	1
45198	1	19	24	9	 	 	 	 	5	 	 	-.626621769243572	 	 	.6	 	 	.733333333333333	.6	.8	4.99	1.15	0	0
45199	1	74	26	7	3	26	7	26	3	5	4	-.716219364771737	-.897160216408414	-.8703544999566	.6	.8	.6	.6	.3	.6	4.99	1.15	-.6	0
45228	2	75	26	8	9	26	7	26	6	6	5	.385763522616019	.107627732925744	-.552687456432943	.6	.6	.6	.933333333333333	.4	.4	4.99	1.17	0	0
45295	2	34	25	3	 	 	 	 	5	 	 	-1.29716593793448	 	 	.6	 	 	.933333333333333	.2	1	6.062	1.252	-.4	0
45308	1	45	31	7	7	31	-99.99	-99.99	4	5	5	-.752159297859098	-.157204589234045	-.119518450240449	.6	.6	.6	.533333333333333	.4	.6	5.68	2.58	.4	0
45333	1	59	25	7	5	25	 	 	3	3	 	-.894132881537703	-.805275543006956	 	.8	.6	 	.8	.733333333333333	1	5.72	1.06	.2	0
45377	1	60	32	1	6	30	 	 	3	6	 	.334941398089398	.674441680985205	 	.6	1	 	.866666666666667	.533333333333333	.6	6.09	2.06	0	1
45572	2	59	25	-99.99	-99.99	31	-99.99	31	1	2	1	 	-1.59779380029234	-1.6014938953981	.8	1	1	.6	.5	1	4.99	1.17	-.4	0
45591	2	25	16	2	 	 	 	 	8	 	 	-.059417332607029	 	 	.8	 	 	.8	.2	.6	5.88	1.91	.6	1
45676	1	66	31	3	6	31	3	32	9	9	8	1.62938196954368	1.43574531117903	.616987773339083	.8	.8	.6	1	.3	.6	5.43	1.71	1	0
45697	1	39	22	1	1	22	1	22	5	7	8	-.0804848365409637	.215980078556814	-.114008603862093	.6	.8	.8	.733333333333333	.333333333333333	.6	7.545	1.8	0	1
45784	1	64	21	2	2	21	6	21	5	3	5	-.803160116224822	-.307106153191209	-.632290004683153	.8	1	1	.6	.9	.6	6.54	2.33	-.2	1
45787	1	39	21	2	2	21	2	21	10	9	9	1.55232973379653	1.03586869570194	1.38688337558451	1	.8	1	1	.666666666666667	.6	6.46	2.2	.4	1
45894	1	45	19	2	2	19	 	 	1	1	 	-1.28838160336803	-1.17976613507979	 	1	1	 	.666666666666667	.2	1	6.15	2.63	-.2	1
45920	2	61	20	2	2	20	1	-99.99	8	8	10	-.0766155425467098	.917391276256222	.211287076957843	1	1	1	.733333333333333	.466666666666667	.6	6.01	1.92	.6	1
46036	1	51	15	2	2	15	2	15	1	1	1	-2.06647975342123	-2.07849593683872	-2.16940271842262	1	1	1	.6	.933333333333333	1	7.32	2.51	-.4	1
46060	1	51	25	8	 	 	 	 	2	 	 	-1.0074133452959	 	 	.6	 	 	.666666666666667	.333333333333333	.8	5.72	2.52	.2	0
46153	2	62	30	1	6	21	6	21	10	10	10	1.03301271483499	1.76718722367881	1.99237081126231	1	1	1	.866666666666667	.466666666666667	.6	6.51	1.87	0	1
46232	1	46	20	2	2	20	2	20	8	7	10	.401611803605555	.219145511007654	.725821832657222	.8	.8	.8	.666666666666667	.533333333333333	.6	6.01	1.92	.6	1
46336	1	40	25	7	7	25	7	25	1	1	2	-2.63095601945101	-1.04867227992102	-2.12315611070471	.6	.8	.8	.666666666666667	.2	1	4.975	1.15	.2	0
46340	2	41	24	9	5	-99.99	5	26	 	3	8	-.0405722300171809	.471965764189727	.475231795276748	 	.8	.8	.733333333333333	.7	.6	4.975	1.15	.2	0
46407	2	52	-99.99	-99.99	9	25	-99.99	25	 	5	4	-1.05289369221344	-.641320248189072	-.311359859013076	.2	.4	.6	.333333333333333	.2	.8	5.39	1.55	0	0
46513	1	45	21	1	8	21	2	21	7	8	7	.3225197240231	.623862958485304	.58323163336216	.8	.8	1	.866666666666667	.666666666666667	.6	6.665	2.09	.2	1
46519	2	39	-99.99	2	-99.99	19	 	 	5	5	 	-.147019977689063	-.104365807728374	 	.6	.6	 	.533333333333333	1	.6	6.27	2.58	-.2	1
46538	2	69	30	6	6	32	1	30	10	10	10	.0984439293729958	.941504442090437	.599070008889827	.8	1	1	.866666666666667	.3	.8	6.27	1.11	.4	1
46614	1	38	26	3	3	26	3	26	5	5	1	 	-.452595477736994	-1.74382640898672	.6	.2	1	.8	.2	.6	4.95	1.2	 	0
46623	2	64	30	2	2	32	2	32	10	10	10	1.62893789158423	1.68722587223029	1.07813322129533	1	1	1	.8	1	.6	5.87	2.05	0	1
46759	2	45	11	2	2	11	 	 	10	10	 	1.95062685009421	1.93420807689374	 	1	1	 	.533333333333333	.2	.6	6.08	2.46	-.2	1
46794	1	63	22	1	1	22	9	22	10	10	10	.101930556611708	.924510849408622	.498351858266993	1	1	1	.6	.6	.6	7.55	1.57	0	1
46812	1	50	18	2	 	 	 	 	10	 	 	1.0830570548588	 	 	1	 	 	1	.466666666666667	1	6.54	2.61	.6	1
46832	2	85	13	2	2	32	-99.99	-99.99	10	10	10	1.31455706452568	.698966768647679	1.51200855603499	1	1	1	.666666666666667	.5	.6	6.84	2.38	.6	1
46851	2	49	13	6	-99.99	13	-99.99	13	7	6	7	-.232237034469965	.929906555322392	.644532296518997	.4	.2	1	.8	.333333333333333	.8	6.7	2.13	0	1
46917	1	65	17	1	 	 	 	 	4	 	 	1.2194924811597	 	 	.8	 	 	.666666666666667	.6	.4	6.82	2.48	-.2	1
46921	1	65	33	9	-99.99	-99.99	-99.99	-99.99	10	10	10	2.10439084046659	1.79160426196251	1.69367545614012	1	1	1	.866666666666667	.5	.6	6.82	2.48	.6	1
46942	1	56	30	2	2	32	2	32	9	8	9	1.25555446962504	1.54697962494661	.623627753381427	.8	.8	1	.666666666666667	.8	.6	5.96	1.94	.2	1
46973	1	50	25	3	3	31	 	 	5	1	 	-.575644170956052	-.215239312246828	 	.8	.8	 	.666666666666667	.8	.6	5.61	2.06	-.6	0
46979	1	39	15	2	6	14	 	 	10	10	 	-.237119954579279	.695750149946081	 	1	1	 	.8	.6	.6	6.46	2.48	.4	1
47008	2	39	17	-99.99	-99.99	-99.99	-99.99	-99.99	8	8	10	-.126473294538723	.0458822445734647	1.38371533904559	.8	1	1	.333333333333333	.6	.6	6.88	2.53	 	1
47011	1	26	13	2	 	 	 	 	7	 	 	.324603893763418	 	 	.8	 	 	.866666666666667	.466666666666667	.8	6.46	2.48	.4	1
47080	2	61	32	2	1	13	6	32	10	10	10	1.2514610535094	1.16813748197898	.839006691080158	1	1	1	1	1	.6	7.06	2.39	.8	1
47149	2	45	32	2	 	 	 	 	8	 	 	.254124961661508	 	 	1	 	 	.733333333333333	.2	.6	7.26	2.11	0	1
47225	2	38	30	2	2	23	2	23	5	3	2	-1.43151548639485	-1.25635656325067	-1.67951435565272	1	1	.8	.666666666666667	.6	.6	7.24	2.54	0	1
47253	2	41	18	1	2	18	 	 	10	10	 	1.07058934529839	1.02085327684172	 	1	1	 	.6	.2	1	6.57	2.7	0	1
47267	1	66	15	-99.99	8	15	-99.99	-99.99	10	10	10	1.35599784991716	.811688000221297	.757026953781551	1	1	1	.533333333333333	.8	.6	7.12	2.56	0	1
47271	2	76	-99.99	2	 	 	 	 	10	 	 	 	 	 	1	 	 	.6	.6	.6	6.175	2.31	.4	1
47294	1	80	30	2	6	30	6	32	4	2	3	-.463130942008778	-1.43095919585102	-1.25477546140291	1	.6	.8	.866666666666667	.4	1	6.41	1.26	-.4	1
47329	1	29	31	9	 	 	 	 	8	 	 	.91817637095833	 	 	.8	 	 	.733333333333333	.2	.6	5.03	1.3	.6	0
47340	2	41	30	6	1	30	1	30	8	9	9	.991203020490862	1.12160839605141	1.40282379673134	1	1	1	.533333333333333	.5	.6	7.28	2.34	.6	1
47388	2	45	31	8	7	31	 	 	8	2	 	.17771976328845	-.474691973363958	 	.8	1	 	.6	.266666666666667	.8	5.17	1.47	.2	0
47394	1	56	21	1	1	21	 	 	7	6	 	.235618140888112	.19755077972923	 	1	1	 	.866666666666667	.666666666666667	1	6.41	2.24	-.2	1
47397	1	21	-99.99	2	-99.99	-99.99	-99.99	-99.99	10	5	10	-.501410238129126	-.550119575270401	.129783834219956	1	1	1	.466666666666667	.2	.4	6.56	2.52	.2	1
47401	1	69	31	7	3	31	9	32	5	1	2	-1.45307160241437	-1.10581175403448	-1.13282006780423	1	1	1	.733333333333333	1	1	5.78	1.8	0	0
47421	2	69	31	1	2	30	1	32	4	4	2	-.663396724592828	-1.40836153069841	-.600136198912633	.6	.8	.8	.733333333333333	.6	.6	5.75	2.09	-.4	1
47435	2	58	25	5	 	 	 	 	8	 	 	.981041992649852	 	 	.4	 	 	.933333333333333	.333333333333333	.2	5.54	1.53	0	0
47455	2	62	26	3	3	-99.99	3	26	5	5	8	-1.6613521708964	-.504101959844804	-.511531102902842	.6	.6	.6	.933333333333333	.5	1	5.01	1.14	0	0
47493	1	27	25	9	9	33	 	 	5	6	 	-1.00370634196443	-.768169187461993	 	.6	.8	 	.6	.466666666666667	.4	4.94	1.15	 	0
47572	1	42	13	1	 	 	 	 	2	 	 	 	 	 	.8	 	 	.933333333333333	.2	1	6.82	2.48	1	1
47648	1	61	21	1	2	21	2	21	8	8	8	-.108527421084359	1.12553548928538	1.5424961684402	1	.8	.8	.733333333333333	.666666666666667	.6	6.665	2.09	0	1
47746	1	72	30	2	1	18	 	 	 	5	 	.120357422402903	.938007156036327	 	1	.8	 	.733333333333333	.5	.6	6.56	2.6	-1	1
47818	2	56	21	1	1	21	1	21	5	5	2	-1.4564567626929	-1.65828396986067	-.607688102798111	1	1	1	.533333333333333	.933333333333333	.4	6.64	2.15	0	1
47863	2	84	19	2	2	19	 	 	8	8	 	.652797246426783	-.453821233179439	 	.6	.8	 	1	.6	.8	6.19	2.63	.4	1
47871	1	41	31	3	3	31	3	31	10	10	8	.162877584221588	.586403471595183	.512423500339897	1	1	.8	.8	.333333333333333	.6	5.74	1.11	 	0
47883	2	54	30	1	1	32	1	30	10	8	8	1.2845630064326	.712123457079959	.734695415993928	1	.6	.6	.666666666666667	.6	.6	5.995	2.16	0	1
47889	2	59	30	2	 	 	 	 	6	 	 	 	 	 	.6	 	 	.666666666666667	.7	.4	6.19	2.63	0	1
47975	2	31	19	1	6	19	1	30	10	2	2	 	.62068663030992	.325074012136376	.8	.8	.4	.733333333333333	.2	.6	6.11	2.67	0	1
48008	1	55	30	2	2	32	2	23	10	5	10	.83507682481193	.787352199792516	.692353806014527	1	1	.8	.666666666666667	.733333333333333	.6	6.945	2.45	.4	1
48034	1	36	21	2	2	21	 	 	10	10	 	1.31258961393965	.670081803024225	 	.8	.8	 	.733333333333333	.733333333333333	.6	6.66	2.19	.2	1
48036	1	55	13	2	 	 	 	 	1	 	 	-2.32193734663452	 	 	1	 	 	.933333333333333	.266666666666667	1	6.11	2.67	0	1
48047	2	46	30	2	2	23	2	23	1	1	1	 	-1.52486576475042	-1.75146604866255	1	.8	1	.8	.7	.8	7.26	2.56	0	1
48048	1	50	24	9	9	33	3	-99.99	1	2	2	-1.43458055290195	-1.42300369883729	-1.81198371358299	.8	.8	1	.6	.2	1	7.26	2.56	-.6	1
48092	2	37	15	-99.99	-99.99	15	-99.99	15	5	7	7	.719166757332697	.544333102347967	1.39911421567523	.2	1	1	.533333333333333	.333333333333333	.6	6.7	2.61	.4	1
48131	2	67	13	2	2	-99.99	-99.99	13	10	1	10	.86709301081147	1.35351722741004	1.59128513425134	1	1	1	.733333333333333	1	.6	6.15	2.69	.2	1
48137	2	68	20	2	2	20	2	20	10	10	10	.497248551380106	1.06071002945129	.872190866488843	.8	1	1	.733333333333333	.2	.6	6.04	1.97	0	1
48258	1	65	31	5	5	31	5	24	8	10	8	.204439670413389	1.04029754991623	.71473204480538	.8	1	1	.733333333333333	.4	.6	5.78	1.83	0	0
48261	1	90	31	3	 	 	 	 	10	 	 	1.02976968774298	 	 	1	 	 	1	.2	.6	5.78	1.83	-.4	0
48393	1	64	21	2	 	 	 	 	7	 	 	-.284610373424489	 	 	1	 	 	.733333333333333	.5	.6	6.64	2.15	.4	1
48421	1	56	21	6	 	 	 	 	10	 	 	1.39486548286876	 	 	1	 	 	.666666666666667	.466666666666667	.6	6.63	2.04	0	1
48566	2	37	-99.99	3	3	25	 	 	 	6	 	-1.69981179344954	.0842940591240694	 	.2	.8	 	.266666666666667	.4	1	4.99	1.17	0	0
48591	1	27	26	3	9	26	 	 	5	5	 	-.622889506193196	-.532522081129581	 	.4	.4	 	.733333333333333	.4	1	4.99	1.17	0	0
48592	1	59	26	3	 	 	 	 	2	 	 	 	 	 	.4	 	 	.733333333333333	.6	1	4.99	1.17	.2	0
48652	1	33	-99.99	3	3	-99.99	3	31	8	8	8	-.556930715592453	-.441562832191935	-.677698032300931	.8	.8	1	.533333333333333	.733333333333333	1	5.42	1.88	-.4	0
48727	1	35	32	-99.99	 	 	 	 	8	 	 	 	 	 	1	 	 	.533333333333333	.2	.6	6.91	2.69	.2	1
48734	1	78	32	7	7	31	5	33	5	5	6	-.591796263975626	-.376627278226351	-.724106501844473	.4	.6	.8	.733333333333333	.3	.6	5.61	2.06	0	0
48749	1	54	13	2	 	 	 	 	7	 	 	.552842931721576	 	 	1	 	 	.666666666666667	.666666666666667	.8	6.82	2.48	-.2	1
48756	1	74	32	9	9	31	3	32	8	8	7	.694756382564848	.580040355800913	.615354402930234	1	1	1	.4	.7	.4	5.61857142857143	1.42714285714286	-.2	0
48762	2	24	19	2	2	19	 	 	6	8	 	.406462536019744	.373369784025805	 	.6	1	 	.866666666666667	.4	.6	6.15	2.63	.2	1
48766	1	40	17	-99.99	1	30	 	 	1	10	 	-1.76434783968193	1.22780728731093	 	1	1	 	.266666666666667	.2	.2	6.18	1.8	0	1
48769	2	76	32	2	1	32	2	32	5	3	5	-1.13941565555504	-1.16660538932013	-.647604822297908	1	.6	.8	.733333333333333	.8	.6	5.88	2.1	0	1
48786	2	66	15	1	1	15	1	15	8	5	8	1.32619788246149	.434663702733868	.650010503493626	1	.8	1	.866666666666667	.7	1	7.82	1.51	.4	1
48849	2	43	21	-99.99	6	21	6	21	10	10	10	1.9151208131878	1.39365199513988	1.25004411548582	1	.6	1	.266666666666667	.3	.6	6.67	2.11	-1	1
48876	1	31	19	2	2	19	 	 	10	10	 	1.00912669092155	.625377488945639	 	1	1	 	.4	.733333333333333	.6	6.19	2.63	.2	1
48920	1	76	18	1	2	18	 	 	8	10	 	1.05302106353268	.351856448328282	 	1	1	 	.6	.8	.6	6.55	2.5	.2	1
48927	2	53	30	1	 	 	 	 	8	 	 	.394661297160427	 	 	.6	 	 	.8	.333333333333333	.6	7.27	2.545	.4	1
48929	2	48	33	9	6	18	8	15	5	8	5	.646349641079147	.762801758556917	.178705393001243	.8	.8	1	.733333333333333	.333333333333333	.6	6.64	2.6	0	1
49040	1	27	13	2	 	 	 	 	8	 	 	.0556750813565584	 	 	1	 	 	.6	.866666666666667	.6	6.82	2.48	0	1
49055	1	75	25	5	5	25	9	25	1	1	1	-2.1605671159305	-2.3009157307347	-1.40909609322181	1	1	1	.8	.2	1	5.54	1.46	-.4	0
49073	2	44	15	-99.99	1	20	1	20	7	7	8	.827328916246791	.418009706885808	.921051585237011	.8	.8	1	.333333333333333	.333333333333333	.6	5.96	1.94	0	1
49080	2	85	13	6	1	30	2	23	4	9	10	.228916941408068	1.41529373310899	.450530740988867	.6	1	1	1	.5	.6	7.46	2.54	.2	1
49218	1	66	-99.99	6	-99.99	-99.99	-99.99	-99.99	10	1	1	.74299380837799	1.1201719080285	.911821031107998	.6	1	1	.266666666666667	.2	.6	5.87	2.13	-.8	1
49248	2	73	-99.99	9	9	31	3	31	10	7	10	 	.0223166636901142	1.08016133510899	.2	.6	.6	.466666666666667	.2	.6	5.54	2.17	0	0
49272	1	54	30	2	2	30	2	-99.99	10	8	10	.935713643539323	1.18136707360148	1.19568382827696	1	1	1	.6	.6	.6	6.97	2.61	0	1
49342	2	75	13	1	1	13	1	13	10	5	5	 	.84486138808174	.534989320044019	1	.6	.8	.933333333333333	.2	.8	6.87	2.52	0	1
49358	2	31	31	3	7	31	7	31	8	10	10	.601380702756245	.885642845213567	.902979526922619	.8	.8	.8	.6	.2	.6	5.54	2.17	.6	0
49453	2	50	19	2	6	16	 	 	8	10	 	1.05327704149891	1.11850955740121	 	1	1	 	.733333333333333	.733333333333333	.6	6.11	2.67	0	1
49465	2	22	30	2	-99.99	30	1	30	10	5	10	.569040464238004	-.131405878123641	.400801868442402	.8	1	1	.666666666666667	.666666666666667	.6	7.25	2.7	.2	1
49564	2	47	24	7	7	24	 	 	1	1	 	-2.37167139610033	-2.25655265242232	 	1	1	 	.6	.733333333333333	.6	5.72	1.06	 	0
49628	2	35	15	6	 	 	 	 	6	 	 	.905714755454651	 	 	.6	 	 	.533333333333333	.4	.6	7.28	2.34	.4	1
49752	1	46	20	1	6	20	6	20	5	6	6	.143309170812473	.0143295332198259	.283203010720366	.6	1	.6	.6	.666666666666667	.8	6.26	2.29	-.2	1
49766	2	34	23	2	 	 	 	 	10	 	 	1.29913772371633	 	 	1	 	 	.8	.2	.6	7.24	2.54	0	1
49799	2	64	18	-99.99	2	18	2	-99.99	5	10	5	 	1.07722632926738	1.00254357744537	.6	1	1	.6	.4	.6	6.69	2.46	0	1
49860	2	44	19	2	 	 	 	 	5	 	 	-.169793070178734	 	 	1	 	 	.933333333333333	.466666666666667	.6	6.11	2.67	0	1
49899	2	36	22	2	2	22	1	-99.99	7	5	8	.148271669333045	.0897603691567967	.327305881447337	.6	.6	.8	.533333333333333	.6	.8	7.24	2.02	.6	1
49948	2	72	32	-99.99	-99.99	25	5	25	2	1	6	-2.16100720103782	-2.10192331119215	-2.0773714582342	1	1	.6	.333333333333333	.333333333333333	.8	5.2	1.5	-.4	0
50089	2	87	-99.99	8	-99.99	32	-99.99	-99.99	8	5	3	-.124378821385302	.426972732176938	.718201428784104	.2	.6	.6	.6	.3	.2	5.64	1.39	 	0
50097	2	54	32	1	6	32	1	32	8	8	9	-.30091010084727	-.139289772337213	-.230612525277967	.8	1	1	.8	.6	.6	6.045	1.875	0	1
50102	2	34	15	2	 	 	 	 	7	 	 	.975959819836188	 	 	1	 	 	.8	.466666666666667	.6	6.49	2.49	.2	1
50112	2	44	23	1	-99.99	30	-99.99	23	3	3	3	-1.25579132249201	-1.42518572141671	-.888776427408005	1	1	1	.666666666666667	.4	1	7.32	2.51	-.4	1
50267	2	70	-99.99	9	-99.99	30	1	32	10	10	10	.988587228686573	1.90415470070054	1.39379811993931	1	1	1	.466666666666667	.7	.8	6.97	2.61	0	1
50281	2	34	30	-99.99	6	11	6	11	7	7	8	-.142754455198487	.153734472312378	.237183404728947	.8	1	.8	.333333333333333	.2	.6	6.67	1.99	0	1
50298	2	34	31	5	5	31	5	31	1	1	1	-1.36697789579808	-1.62532483002677	-1.38328744767902	.8	1	1	.8	.533333333333333	.8	5.39	1.55	-.4	0
50344	2	77	31	8	 	 	 	 	10	 	 	1.11852658059245	 	 	1	 	 	.466666666666667	.8	.4	5.78	1.83	0	0
50406	1	70	30	6	8	18	6	18	10	10	10	.871779438622799	.977111448696842	1.30047142622717	.8	1	1	.8	.8	1	6.7	2.52	0	1
50408	1	42	23	6	6	23	6	30	7	8	8	-.0612176194934636	.113426159833703	.238720678521927	.8	1	1	.733333333333333	.8	.8	7.61	2.5	.4	1
50425	1	80	32	2	1	30	6	32	3	8	7	-.304332841997768	-.391461173267125	.171160251036656	.4	.6	.8	.933333333333333	.4	1	7.58	2.56	.4	1
50445	2	35	22	2	2	32	2	15	9	10	8	.502057534484865	.821372852070051	.0566042609461758	1	1	1	.666666666666667	.2	.6	7.17	2.27	0	1
50469	1	24	23	6	2	23	 	 	5	3	 	-.918837901309231	-1.83272450748872	 	.8	1	 	.866666666666667	.533333333333333	.8	7.46	2.54	-.6	1
50501	1	61	30	6	2	30	1	32	10	8	8	1.27823909809411	.843374103526444	1.44756083249483	1	.8	1	.6	.4	.4	6.95	2.89	.6	1
50530	1	72	31	5	5	31	5	31	8	4	5	.407704620071434	-.115422843395375	.10012437664962	1	.8	.8	.666666666666667	.2	.6	5.39	1.55	0	0
50557	1	64	15	1	 	 	 	 	10	 	 	.987479912689591	 	 	1	 	 	.866666666666667	.533333333333333	.6	6.97	2.61	0	1
50615	2	42	18	1	2	-99.99	2	33	3	1	1	-1.86777970581386	-2.34765986937983	-1.52789609304119	.8	.8	.8	.4	.266666666666667	.8	6.65	2.5	-.4	1
50627	1	43	-99.99	2	6	30	2	18	10	10	9	.998861875127375	1.47359217357136	1.48175598694308	1	1	1	.6	.6	.6	6.6	2.72	.6	1
50656	2	46	20	1	1	20	1	20	10	10	10	1.51726883223653	1.39665430564014	1.71432737696262	1	1	1	.533333333333333	1	.6	6.18	2.26	-.2	1
50670	1	63	-99.99	2	2	-99.99	2	-99.99	1	1	10	-1.86450528177034	-2.0306677350238	-2.04977496974981	.6	1	1	.733333333333333	.6	.6	7.32	2.51	0	1
50685	2	59	30	6	 	 	 	 	8	 	 	-.208661663483354	 	 	.8	 	 	.733333333333333	.6	.6	6.04	2	.4	1
50734	2	55	21	1	1	16	9	16	8	7	9	.142659117342778	.44954164097959	.703193985908636	1	.8	1	.6	.2	.6	6.76	2.21	0	1
