intnum	sex	age	Zeitung_W1	TV_W1	Zeitung_W2	TV_W2	Zeitung_W3	TV_W3	Einstellung_W1	Einstellung_W2	Einstellung_W3	Einstellung_Pro1	Einstellung_Pro2	Einstellung_Pro3	Cert1	Cert2	Cert3	Media_Reliance	Disk_Reliance	dim_bildung	dim_x	dim_y	dim_lr	dim_spr
50808	2	33	15	6	1	15	1	15	4	7	8	-.85134266829416	.233778368072296	.0492169833483381	.6	.8	.8	.666666666666667	.6	.8	6.91	2.37	-.4	1
50814	1	58	-99.99	2	1	-99.99	2	-99.99	10	10	10	2.25815483083898	2.07707768515962	1.59887503891662	1	1	1	.533333333333333	.466666666666667	.6	6.305	1.7075	.2	1
50816	2	25	30	1	1	32	1	30	1	1	1	-2.63204446549102	-2.09032972396129	-2.19284974278902	.8	1	1	.933333333333333	.666666666666667	.8	6.305	1.7075	-.6	1
50852	2	21	15	2	1	17	 	 	6	7	 	-.173969788657484	.113209212715993	 	.8	1	 	.733333333333333	.333333333333333	.6	6.97	2.41	0	1
50959	2	46	19	6	6	19	2	19	3	2	8	-1.38983254291227	-.213351159728305	.112955014887542	1	1	.6	.6	.733333333333333	.6	6.45	2.65	-.2	1
50975	2	69	13	2	2	15	2	15	10	10	10	1.57540751782586	.806776394860017	1.0363330345676	1	1	1	.6	.6	.6	6.77	2.54	0	1
51032	1	58	14	6	1	14	1	13	5	8	8	 	-.609790469849241	-.401767588182015	.6	.8	1	.8	.733333333333333	1	6.86	2.33	.6	1
51099	2	37	33	-99.99	-99.99	22	 	 	1	10	 	-.470517574481427	-.0052437415952726	 	.2	1	 	.4	.266666666666667	.6	7.3	1.96	0	1
51128	2	37	21	1	2	13	6	15	6	10	5	.417798800940223	1.74005239846944	1.41557652930062	.8	.8	1	.866666666666667	.4	.6	6.78	1.99	0	1
51167	1	42	25	3	 	 	 	 	3	 	 	-1.59586438254686	 	 	1	 	 	.733333333333333	.533333333333333	1	5.21375	1.6475	-.6	0
51201	2	27	26	5	5	31	5	26	3	1	1	-1.56605126761869	-1.61095101284542	-1.74555325710801	.6	1	1	.8	.6	1	4.99	1.17	-.4	0
51203	1	30	15	2	2	15	2	15	2	5	6	-.953255492175623	-.591145649636349	-.364404879361567	.4	.4	.4	.666666666666667	.333333333333333	1	6.86	2.33	-.2	1
51343	1	68	19	2	 	 	 	 	8	 	 	 	 	 	.8	 	 	.733333333333333	.533333333333333	.6	6.07	2.66	0	1
51359	2	57	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	 	 	 	 	.037908541699425	-.24793979748372	 	1	 	.2	.2	.6	5.61	2.06	 	0
51472	1	18	13	6	1	13	9	13	10	7	6	-.459142227719459	-.15954364948167	.0198056774967187	1	.6	.6	.933333333333333	.4	.4	6.82	2.48	0	1
51560	2	53	33	8	7	17	5	28	6	6	2	-.427083215525021	.208886477739979	-.413808065991679	.4	1	.8	.866666666666667	.4	.8	6.11	2.67	-.8	1
51611	1	33	18	1	2	30	 	 	5	5	 	.900840607418654	.763510402187996	 	1	1	 	.6	.866666666666667	1	6.43666666666667	2.47	.6	1
51646	2	44	20	2	2	20	 	 	1	1	 	-2.28714985463247	-1.760989404889	 	.8	1	 	.666666666666667	.666666666666667	1	6.24	2.31	-.6	1
51697	2	34	20	9	1	20	 	 	5	8	 	-.304514243500927	-.218415418186404	 	.6	.6	 	.733333333333333	.2	.6	6.09	1.91	 	1
51717	1	66	14	1	1	13	1	13	8	7	5	-.390460581203527	-.0552929336718852	-.438911871897735	.6	.8	1	.733333333333333	.7	.6	6.83	2.41	.4	1
51740	2	68	32	9	6	22	-99.99	22	4	5	7	.352440710408596	.175280237635705	.814038040488348	.6	.6	.6	.6	.4	.6	7.525	1.715	0	1
51765	2	54	33	3	3	33	3	-99.99	5	4	3	 	-1.13477806077944	-1.02904634484214	.8	.6	.8	.533333333333333	.2	.6	5.26	1.96	-.4	0
51842	1	63	32	1	 	 	 	 	7	 	 	-.0834179098650497	 	 	.8	 	 	1	.5	.4	6.96	2.53	-.4	1
51896	2	62	20	2	2	20	2	20	10	10	10	.914292497641973	1.13072764069591	1.15155179770198	1	1	1	.933333333333333	.8	.6	5.96	1.94	.4	1
51914	2	51	-99.99	2	2	17	2	-99.99	7	10	7	1.93299233860763	1.8750461504373	1.7091913271995	1	1	.8	.8	.5	.2	6.64	2.23	.6	1
51926	1	64	33	6	6	33	1	15	10	8	10	.822195805796935	.604584376692688	.445496811907595	1	1	1	.733333333333333	.466666666666667	.6	7.13	2.23	0	1
51927	2	66	18	2	2	32	2	18	6	5	6	-.274305208562368	-.584381501260498	-.127775504091956	.4	.6	.4	.866666666666667	.5	.6	6.42	2.6	0	1
51937	1	64	13	-99.99	-99.99	13	-99.99	13	5	7	5	 	-.333773469198637	-.760586190320572	.4	.4	.6	.733333333333333	.466666666666667	1	6.2	1.83	 	1
51971	2	23	31	5	 	 	 	 	5	 	 	-1.26522040613445	 	 	.6	 	 	.533333333333333	.2	.6	5.75	1.61	-.2	0
52049	1	45	20	1	2	20	2	20	8	7	10	.21118235271678	.162767307958949	.390165468345801	.8	.8	.8	.733333333333333	.4	.8	6.2	1.93	.4	1
52077	2	57	32	6	 	 	 	 	5	 	 	1.29799997700653	 	 	1	 	 	1	.2	.4	6.32	1.17333333333333	0	1
52200	2	59	19	6	6	19	2	19	5	3	5	.47023576341409	.0958962710839758	.0846370818968527	1	.8	1	.733333333333333	.8	.6	6.07	2.66	0	1
52293	2	24	13	2	2	14	2	13	2	2	2	-1.26341941639766	-1.29363962673688	-.925244021638849	1	.8	.8	.6	.8	.8	5.97	1.99	-.2	1
52457	2	48	26	5	5	26	5	32	3	5	3	-.85405655486135	-.426587382372039	-.953430947718907	1	.8	1	.666666666666667	.533333333333333	1	5	1.12	0	0
52495	1	63	32	2	6	30	2	30	5	10	4	1.20977419769436	1.36290567710052	1.36188171330049	.6	1	.8	.933333333333333	.6	.6	6.38	2.46	.2	1
52517	1	83	15	2	2	15	2	15	3	4	3	-.724486215407264	-.0460820030488168	-.113177716864812	1	.6	1	.933333333333333	.6	.6	6.82	2.48	-.4	1
52521	2	42	14	1	1	14	1	13	7	6	2	-.614118792012487	-.472856828866119	-.456891482099084	.8	.6	1	.866666666666667	.266666666666667	1	6.82	2.48	0	1
52542	1	55	23	9	-99.99	33	1	-99.99	7	8	6	.540949646666572	.391681119964521	-.0865057930664077	.6	1	1	.6	.6	.6	7.29	2.46	0	1
52544	2	47	19	2	 	 	 	 	10	 	 	-.115444405772465	 	 	1	 	 	.733333333333333	.466666666666667	.8	6.11	2.6	-.4	1
52608	2	54	30	6	2	32	2	32	10	10	10	.548107203240453	1.64205673621611	1.43973276935069	1	1	1	.8	.533333333333333	.6	6.36	2.36	0	1
52622	2	39	30	2	2	32	2	32	8	8	8	.623872742407726	1.17022804716261	.873789032285601	1	1	.8	.733333333333333	.2	.6	7.1	2.2	0	1
52734	2	55	15	6	6	15	6	15	2	1	1	-.868502450324155	-1.36435948880342	-1.58870999500178	.6	1	1	.733333333333333	.2	.4	7.07	2.32	-.6	1
52765	2	26	25	-99.99	-99.99	25	-99.99	25	3	2	2	-1.09214444370961	-1.0988780456079	-1.01291166981604	.6	.6	.8	.533333333333333	.2	1	4.99	1.15	-.4	0
52811	1	35	-99.99	9	3	-99.99	 	 	5	3	 	-1.01905856750037	-.809279599322194	 	.8	1	 	.466666666666667	.733333333333333	.6	5.388	1.804	-.4	0
52954	2	58	15	2	2	15	 	 	 	2	 	-1.70335734030518	-1.19121603928185	 	.6	.8	 	1	.466666666666667	1	6.54	2.37	-.2	1
52959	2	37	-99.99	-99.99	-99.99	-99.99	-99.99	19	4	6	8	-.781182974566121	-.20663068548503	-.0582584856136809	.4	.4	.8	.2	.2	.6	6.31	2.56	-.2	1
52983	1	55	22	2	2	16	2	22	3	4	3	-.788732239895307	-.954880964833499	-1.01078172729598	.6	.8	1	.6	.4	.6	7.36	1.89	-.2	1
53015	2	73	26	5	5	26	5	26	4	5	5	 	.105841983007714	-.298027263228637	.6	.4	.4	.8	.4	.6	4.99	1.17	0	0
53123	2	63	31	5	5	31	5	31	2	5	5	-.829703393026863	-.574012213275844	-.733900990548711	1	.8	1	.666666666666667	.2	.6	5.32	1.53	-.4	0
53140	1	43	22	2	 	 	 	 	5	 	 	1.24791094605444	 	 	1	 	 	.4	.8	.6	7.62	2	.6	1
53158	1	59	19	-99.99	-99.99	19	-99.99	19	1	1	1	-1.76094400538849	-1.12521659903044	-1.52067080775127	1	1	1	.666666666666667	.266666666666667	.6	6.06	2.28	-.4	1
53176	1	36	13	2	6	13	6	-99.99	10	8	10	1.30167604551069	.911381902765281	.927248862695026	1	1	.8	.933333333333333	.733333333333333	.6	6.86	2.56	0	1
53268	1	57	13	2	2	15	 	 	7	8	 	.578247371808973	.18917259852001	 	1	.8	 	.866666666666667	.733333333333333	.6	7.46	2.54	-.4	1
53285	2	43	-99.99	7	 	 	 	 	6	 	 	 	 	 	.6	 	 	.266666666666667	.2	.8	5.56	1.525	-1	0
53364	2	19	32	2	2	30	 	 	3	6	 	-.134751048096001	-.531737792431069	 	.6	.6	 	.933333333333333	.466666666666667	1	5.9	2.13	-.2	1
53412	1	41	13	1	 	 	 	 	7	 	 	-.57093873616873	 	 	.8	 	 	.733333333333333	.2	.6	6.86	2.56	0	1
53534	2	50	18	6	1	18	6	18	3	6	6	-1.00387916848402	-.0920897140310619	-.051104786107307	1	.6	1	.866666666666667	.7	1	6.54	2.37	0	1
53560	1	42	32	6	6	17	6	17	7	8	8	.394694274942907	.531149276896652	.181997672503168	.8	.8	.8	.533333333333333	.4	1	7.19	2.61	0	1
53563	2	75	-99.99	1	2	30	9	-99.99	8	6	8	.0129494140551751	.0487467693607933	.305298256041804	.6	.8	.8	.533333333333333	.2	.4	6.74	2.48	.6	1
53564	1	80	15	1	1	15	 	 	10	10	 	1.48765106591132	1.17878481976145	 	.8	1	 	.733333333333333	.2	.4	6.74	2.48	-.4	1
53589	1	40	15	6	2	15	6	15	7	7	10	.872802676190445	.825683905544224	1.0195885263305	.8	1	.8	.666666666666667	.666666666666667	1	7.01	2.19	.2	1
53609	2	30	30	2	1	20	1	20	3	3	2	-1.50172955044626	-.933725072460466	-.954447307648896	.6	.8	.6	1	.2	.6	5.9	2.13	-.4	1
53610	2	64	32	8	2	30	9	32	7	3	8	-.490566899994429	-.42560818786842	-.623849800706738	.8	.4	.8	.8	.5	.8	5.9	2.13	0	1
53675	2	19	31	3	3	31	5	32	1	4	1	-.0889295965530586	-1.05568366801051	-.534922871275271	.6	.4	.8	.733333333333333	.2	.6	5.96	2.46	-.4	0
53735	1	41	31	9	5	31	5	31	8	1	8	-1.01332329966908	-.911691347156298	-.387851903727973	1	.6	1	.733333333333333	.6	.6	6.065	2.425	0	0
53782	1	21	32	1	1	-99.99	 	 	5	4	 	.0516085236974056	-.452909313931581	 	.8	.8	 	.466666666666667	.2	.6	6.28	1.9	-.2	1
53846	2	53	13	2	6	13	 	 	4	3	 	-1.1802973163601	-.977010858968111	 	.6	1	 	.8	.666666666666667	1	7.47	2.51	-.2	1
53920	1	41	18	1	 	 	 	 	8	 	 	.528230309244039	 	 	1	 	 	.8	.266666666666667	1	6.57	2.57	.2	1
54010	2	36	18	2	-99.99	18	2	18	5	3	4	-.440457282724261	-1.25263415345363	-2.04147043597955	1	1	1	.6	.733333333333333	.4	6.6	2.44	-.6	1
54041	2	30	26	5	5	26	5	26	6	6	4	-.627683178033074	-.574835347012488	-1.19006446348765	.4	.6	1	.666666666666667	.4	1	4.99	1.17	0	0
54061	2	39	31	3	9	31	3	31	10	10	8	.816622918233381	.55946692162802	.414293377987381	1	.6	1	.733333333333333	.466666666666667	.4	5.6575	2.2875	0	0
54082	2	29	32	1	1	30	1	32	10	10	10	.128317633227114	.443900550579662	.974447792321433	1	1	.8	1	.533333333333333	1	6.1	2.24	0	1
54102	2	32	31	7	3	31	5	31	7	4	5	-.626569123108708	-.922184661236865	-.79354236802018	1	.8	.8	.8	.2	.6	5.69	2.48	-.2	0
54108	1	48	11	1	2	11	1	11	10	10	10	1.1686952732244	1.10442400821912	1.32624582053154	1	1	1	1	.733333333333333	.2	6.1	2.24	.6	1
54219	2	64	-99.99	2	2	15	6	32	10	8	9	1.2218965651429	.309828615691929	1.22974831078278	1	.8	.8	.666666666666667	.9	.4	6.56	2.34	-.4	1
54239	2	38	32	9	6	30	6	-99.99	10	9	6	.628499664732639	.985666326895533	-.0804136771441658	1	.8	.8	.733333333333333	.466666666666667	.6	7.17	2.6	 	1
54246	2	58	21	2	2	21	 	 	7	9	 	.345607421372493	1.3575538150958	 	1	1	 	.6	.333333333333333	.6	6.62	2.17	0	1
54257	1	20	17	9	1	28	9	17	7	7	5	 	.435638042196142	-.550266158966805	.8	.6	1	.666666666666667	.466666666666667	.6	6.15	2.63	-.4	1
54259	2	40	13	-99.99	1	13	-99.99	13	2	1	1	-1.51951234412156	-1.57083425405309	-1.50844368540963	1	1	1	.466666666666667	.333333333333333	1	6.15	2.63	-.2	1
54294	2	72	26	7	9	26	-99.99	-99.99	10	10	10	.860987836200058	1.04387295230005	1.45618053543581	.6	.8	1	.666666666666667	.7	.4	4.99	1.17	0	0
54322	1	84	26	5	5	26	5	26	10	8	 	1.54956648642609	1.2168208581059	1.28144330175366	.8	1	 	.866666666666667	.5	.6	4.99	1.17	0	0
54367	2	24	32	1	8	30	9	15	7	4	7	.669684558831212	.168207527836106	.352725665548927	.6	.6	.6	.533333333333333	.4	.6	7.42	2.42	0	1
54384	1	37	25	5	 	 	 	 	2	 	 	-1.33322697779115	 	 	1	 	 	.333333333333333	.6	1	4.99	1.15	.2	0
54385	1	53	22	6	6	22	6	22	5	5	7	-.657247666399569	-.370257122610146	-.0427116189815398	.6	.4	.8	.866666666666667	.533333333333333	1	7.72	1.69	.4	1
54431	2	38	11	6	 	 	 	 	10	 	 	1.18965012037417	 	 	.6	 	 	.666666666666667	.4	.2	6.165	1.93	0	1
54439	2	50	33	5	7	25	3	26	5	5	1	 	.101799742676287	-.623255481854616	 	.8	.8	.733333333333333	.2	.4	4.99	1.17	0	0
54450	2	27	30	1	6	30	 	 	3	7	 	.0388022982383324	-.239119954889481	 	.6	.6	 	.466666666666667	.3	.6	7.06	2.8	0	1
54536	1	20	31	3	3	31	-99.99	-99.99	1	5	4	-1.53105802021715	-1.57284323745012	-1.07764479002004	1	1	1	.666666666666667	.2	1	4.99	1.17	0	0
54562	2	62	33	7	9	-99.99	5	-99.99	8	10	10	.411008431251679	.0922938281909021	.45625069993326	.6	.2	1	.466666666666667	.933333333333333	.8	4.99	1.17	0	0
54572	1	36	25	7	5	25	3	25	7	7	8	.0124204535107402	.466445181683797	.286275913003544	1	1	1	.733333333333333	.6	1	4.99	1.17	.4	0
54598	1	51	32	2	1	21	 	 	1	3	 	-1.07848330950638	-1.45013738072486	 	1	1	 	.8	.533333333333333	1	6.87	1.92	-.4	1
54669	2	68	13	2	2	14	2	13	3	3	2	-1.76723980950975	-1.50892361496989	-1.55819111541651	.6	.6	1	.933333333333333	.8	.8	6.83	2.41	-.2	1
54675	1	60	32	8	9	31	9	31	7	6	6	-.251524485858432	-.23909787505223	-.585401327711175	1	.8	.8	1	.8	1	5.34	1.54	-.2	0
54679	1	72	32	3	3	31	3	31	3	1	3	-.967960936423478	-.888785203999513	-1.17478546697691	.8	.6	.6	.8	.4	.8	5.34	1.54	-.2	0
54749	1	46	33	-99.99	-99.99	24	 	 	1	1	 	 	-2.12384655016999	 	1	1	 	.533333333333333	.533333333333333	.8	5.61	2.06	-.4	0
54750	2	46	-99.99	5	5	31	5	-99.99	5	10	5	 	-1.61331165493294	-1.54743103125911	.2	.8	.8	.466666666666667	.333333333333333	.4	5.61	2.06	-.6	0
54767	1	44	33	5	5	25	5	33	1	3	3	-1.11237873182256	-.955162534747677	-1.37972516998529	.8	.8	1	.6	.6	1	5.92	2.47	-.2	0
54923	1	26	15	1	 	 	 	 	7	 	 	-.336615799062881	 	 	.8	 	 	.733333333333333	.533333333333333	.6	6.82	2.48	-.2	1
54941	2	68	18	6	6	18	2	33	1	1	4	-1.26933791208306	-1.60440265999402	-1.22730107470629	.8	.8	.6	.933333333333333	.7	.6	6.45	2.44	-.6	1
54949	1	77	15	2	8	15	9	15	10	9	10	1.34514683184874	1.76200284111898	1.63541716482633	1	.6	.8	.866666666666667	.5	.6	6.86	2.56	-.2	1
54962	2	40	-99.99	3	9	-99.99	9	24	10	10	10	1.12837303383824	1.06121023507304	1.54284557343899	1	1	1	.9	.466666666666667	.6	5.94	1.19	-.2	0
55033	1	27	13	1	2	13	2	13	8	8	10	1.07957928862331	.732132457242478	.32252830089834	1	1	1	.866666666666667	.533333333333333	1	6.83	2.33	.8	1
55034	2	45	14	6	 	 	 	 	8	 	 	.573707291775248	 	 	1	 	 	.733333333333333	.2	.6	7.63	2.52	0	1
55070	2	50	32	2	2	30	2	30	5	5	7	-.127821887528791	-.52622101204131	-.204133643247054	.8	.8	.8	.866666666666667	.533333333333333	.6	6.4	1	0	1
55118	1	56	30	9	3	20	9	30	8	7	3	.364160673526873	-.403292658544052	-.139672526490651	.8	.6	1	.466666666666667	.5	.6	5.97	1.99	0	1
55141	2	18	25	3	5	25	5	25	7	5	6	.273857080288718	.021810219393631	.0646679353074649	.6	.8	.8	.933333333333333	.466666666666667	.4	5.94	1.19	-.4	0
55142	1	52	25	9	9	31	9	25	2	2	3	-1.48386798971207	-1.20416398438615	-1.3854253292079	1	1	1	.666666666666667	.2	1	5.94	1.19	.2	0
55200	2	62	15	2	6	23	6	23	8	7	7	.383473112755723	.210242929309471	-.042491644649839	1	1	1	.733333333333333	.7	.6	7.26	2.56	1	1
55216	1	59	18	6	2	15	6	15	10	7	8	.946761449779438	-.733483639176628	-.586725526513743	.8	.8	.8	1	.266666666666667	.6	6.54	2.61	0	1
55219	2	38	-99.99	-99.99	-99.99	31	-99.99	31	5	5	1	-.764924295657303	-.696269867614138	-.632325077867534	.6	.2	.2	.333333333333333	.2	.6	5.76	2.36	 	0
55226	2	38	-99.99	2	2	-99.99	2	-99.99	6	8	6	-.0457263145347813	-.115546705464688	-.024307066470401	.8	.8	.8	.533333333333333	.3	.8	6.14	2.39	.2	1
55338	2	71	30	2	 	 	 	 	8	 	 	.997505379756023	 	 	.6	 	 	.733333333333333	.3	.6	6.8775	2.8075	0	1
55349	2	75	-99.99	6	6	-99.99	2	20	10	10	10	1.83394215291446	1.00863006428564	1.19889416354424	1	1	1	.6	.2	.6	5.96	1.94	-1	1
55492	1	39	32	2	2	30	2	30	10	10	10	1.86846900115429	1.99061619293008	2.27975805330087	1	1	1	.933333333333333	.866666666666667	.6	7.3475	2.68375	1	1
55548	2	50	31	9	9	31	 	 	5	2	 	-1.12333487045957	-.495732338420756	 	.6	1	 	.866666666666667	.466666666666667	.6	5.94	2.36	0	0
55627	1	88	26	9	9	31	5	26	7	8	8	.327479861701674	.489992542645427	.417101252676625	.8	.6	.6	.6	.6	.8	5.04	1.22	.2	0
55634	2	78	32	-99.99	7	24	-99.99	-99.99	10	10	10	-1.22850214944554	.889948471789832	.883103376863478	1	1	1	.733333333333333	.6	.2	5.99	1.22	1	0
55667	1	35	28	9	 	 	 	 	3	 	 	-.813457770321149	 	 	1	 	 	.666666666666667	.4	.6	5.96	2.27	-.2	1
55768	2	30	25	7	 	 	 	 	 	 	 	 	 	 	.2	 	 	.8	.2	1	4.99	1.17	0	0
55899	1	56	20	1	2	20	2	20	10	10	10	1.30075658543274	1.12093038602248	1.56484273364662	1	1	.8	.8	.666666666666667	.6	5.96	1.94	.6	1
55930	2	75	21	6	1	21	6	21	8	8	6	.766923467917845	.588783631923279	.384010724384116	.6	.8	.6	.8	.6	.6	6.61	2.12	0	1
55985	2	84	-99.99	2	2	21	2	-99.99	5	8	4	1.10677705194224	-.701446410923712	-.232804345619905	.6	.8	.6	.533333333333333	.4	.6	6.61	2.12	0	1
56025	2	57	13	8	8	15	1	13	5	5	7	1.46914572851062	1.0871927701392	.566649340408497	1	.6	1	1	1	.6	6.82	2.48	.6	1
56043	2	83	31	9	5	31	5	24	10	10	10	.926344373669959	1.12743676800331	1.57537638668894	1	1	.6	.933333333333333	.7	.4	5.94	2.36	0	0
56103	1	44	25	5	3	25	3	25	1	1	1	-1.19104242212169	-1.85468261762887	-1.57246160869996	1	1	1	.933333333333333	.466666666666667	1	4.975	1.15	0	0
56119	2	65	25	7	5	25	9	25	2	5	4	-.267385160856951	-1.40402550209103	-1.16526990713817	.4	1	1	.6	.6	.6	5.78	1.83	0	0
56167	2	45	33	9	3	-99.99	 	 	5	8	 	 	.00135279708801624	 	.6	1	 	.533333333333333	.8	.4	4.99	1.17	.4	0
56180	1	29	30	-99.99	-99.99	30	 	 	6	4	 	-.118853248306792	-.234243645947006	 	.6	.6	 	.333333333333333	.2	.6	6.95	2.89	0	1
56210	1	59	13	6	6	13	1	13	2	2	2	-1.08479689307845	-1.55040339811559	-1.37126491355096	.8	1	1	.8	.533333333333333	1	6.64	2.57	-.4	1
56252	1	28	15	2	 	 	 	 	5	 	 	-1.51049901381404	 	 	.6	 	 	.8	.6	.6	6.67	2.11	0	1
56269	1	47	31	1	1	32	1	32	8	9	8	.885418222312433	.747061575765106	.574333643245006	.8	1	1	.533333333333333	.6	.6	5.89	1.87	.6	1
56286	1	56	20	2	2	20	2	20	7	8	7	-.14420674342585	-.0272143158954762	-.435787596503754	.4	.6	.8	.933333333333333	.666666666666667	.8	5.94	2.06	-.2	1
56328	2	50	30	2	2	18	2	18	10	8	10	.694046822874229	.973552471427211	.954544400402684	1	1	1	.866666666666667	.4	.6	6.7	2.52	.4	1
56341	1	45	32	2	6	32	2	30	7	10	8	.435863106346678	.760550139162327	.515782435121885	1	1	1	.466666666666667	.533333333333333	.6	6.17	1.7	0	1
56362	2	45	-99.99	1	6	-99.99	8	-99.99	5	8	10	.906174384730095	.931070966875632	.787688796779526	1	1	1	.6	.6	.6	6.71	2.46	0	1
56398	2	62	33	2	2	15	2	13	1	1	1	-2.26474071016539	-.991709380820812	-1.23483118925208	1	1	1	.6	1	1	6.04	2	-.2	1
56499	2	77	32	2	6	30	1	-99.99	10	10	10	1.39909750293186	1.42766325209291	1.32624582053154	1	1	1	.8	.4	.2	7.62	2.51	-1	1
56581	2	35	23	2	2	30	6	23	5	8	6	-1.46007737696773	-1.30871621301756	-1.1389455519584	1	1	.8	.733333333333333	.466666666666667	.6	7.24	2.54	-.4	1
56612	1	44	30	2	2	30	2	32	9	1	9	1.21288229232302	-1.53051009063678	.683110341960858	.4	1	.8	.6	.6	.6	6.27	2.41	.6	1
56650	2	69	30	6	6	32	9	32	10	10	10	.111646045298191	1.38127979230645	1.9794591179662	1	1	1	.733333333333333	.2	.6	7.49	2.64	-1	1
56663	2	24	19	2	 	 	 	 	6	 	 	-.804754444127237	 	 	.4	 	 	.733333333333333	.466666666666667	.6	6.11	2.6	-.6	1
56704	2	68	19	2	2	19	 	 	5	6	 	.0874668587359057	-.197643713336855	 	.6	1	 	.733333333333333	.4	.4	6.11	2.6	-.4	1
56911	1	74	32	2	-99.99	-99.99	 	 	10	10	 	1.86846900115429	1.82455568143125	 	1	1	 	.6	.2	.6	7.51	2.53	0	1
56945	2	19	24	3	3	24	3	24	6	5	2	-.200179881935848	-.837590546641429	-.929787679440779	.8	.6	.8	.666666666666667	.466666666666667	.4	4.99	1.17	-.4	0
56968	2	63	31	7	7	31	9	31	5	5	5	.143071071711297	.390099752442805	-.418936929260326	.4	.4	.6	.666666666666667	.466666666666667	.6	5.28	1.67	0	0
56969	1	58	32	2	1	32	 	 	8	7	 	.533705342637949	-.0626622570762155	 	.8	1	 	.8	.533333333333333	.4	6.97	2.25	.2	1
56970	2	62	15	1	1	30	1	30	1	1	5	 	-1.66031687132331	-.148438117528608	1	1	.6	.733333333333333	.2	.6	6.85	2.36	0	1
57003	1	63	30	2	2	18	2	18	7	5	8	-.136375901526817	.0759924384274507	-.288125616201197	.6	1	1	.866666666666667	.333333333333333	.6	6.45	2.65	 	1
57116	2	70	26	7	9	26	5	26	5	8	7	 	1.38250103175287	1.30744851254206	1	.8	1	.733333333333333	.2	.6	4.99	1.17	0	0
57141	2	51	15	9	2	15	2	15	5	2	3	.175845038977806	-1.1058592720648	-.799788722797446	.6	.8	.8	1	.733333333333333	.6	6.76	2.58	-.4	1
57170	1	77	-99.99	-99.99	2	-99.99	-99.99	19	10	10	10	1.86846900115429	1.9813145477181	1.61917084361966	1	1	.8	.2	.9	.6	6.11	2.67	.4	1
57191	1	53	32	1	2	32	 	 	5	3	 	.438873999742357	.695664085967285	 	1	1	 	1	.4	.6	7.14	2.52	0	1
57309	2	19	31	3	7	31	 	 	4	5	 	-1.56632510501719	-.944232057150049	 	.6	.6	 	.733333333333333	.666666666666667	.8	5.085	1.455	-.2	0
57398	2	42	20	6	6	14	9	20	1	1	1	-1.64477003109155	-1.63575149426748	-1.75630942672702	.8	.8	1	.6	.666666666666667	1	5.78	1.8	-.4	0
57424	1	58	23	2	1	23	2	23	10	10	5	1.1900254977974	.937850770896216	.955482925821152	1	1	1	.733333333333333	.733333333333333	.6	7.52	2.6	.4	1
57473	1	19	31	7	9	-99.99	 	 	2	2	 	-1.15964932677862	-1.05760309497096	 	.2	.8	 	.466666666666667	.466666666666667	.8	4.88	1.13	 	0
57490	1	39	18	1	2	-99.99	 	 	6	7	 	.521269927405152	.417629418514102	 	.8	1	 	.666666666666667	.466666666666667	.6	6.45	2.65	0	1
57520	2	65	30	2	2	30	 	 	5	1	 	-1.0973005331324	-1.35052720890588	 	.6	1	 	.8	.4	.6	6.14	1.77	-.2	1
57527	2	52	30	1	 	 	 	 	1	 	 	-.947128181551778	 	 	.8	 	 	1	.333333333333333	.6	7.3	2.78	0	1
57528	1	64	15	2	2	15	2	15	4	3	3	-1.14962256651194	-.639508656183151	-1.20704054666928	.8	.8	1	.866666666666667	.4	1	6.69	2.55	-.8	1
57531	1	46	22	1	1	22	1	22	8	8	8	.426634913765758	.401488675940971	.437104672834196	.8	1	1	.733333333333333	.4	.6	7.18333333333333	2.09333333333333	-.2	1
57664	1	49	18	2	2	18	1	18	5	8	8	.668515131934233	.818402210295649	.692345871827971	.6	.8	1	.866666666666667	.733333333333333	1	6.55	2.31	.4	1
57687	1	59	31	9	9	33	9	31	10	1	10	.912635894192106	.480963943204866	1.84088309657342	1	1	.8	.6	.4	.2	5.94666666666667	2.41333333333333	.4	0
57749	1	20	-99.99	1	1	13	1	14	3	3	3	-1.14855127583391	-.921382094817274	-1.06490381763539	1	.6	1	.533333333333333	.333333333333333	.8	7.46	2.54	-.2	1
57788	1	57	15	2	 	 	 	 	5	 	 	-.40919225889582	 	 	.6	 	 	.533333333333333	.733333333333333	1	7.53	2.21	-.2	1
57819	2	44	30	1	1	23	 	 	7	3	 	.801728135817421	-.103569109997137	 	.8	.8	 	.666666666666667	.6	.6	7.65	2.55	.2	1
57824	1	56	30	1	2	32	2	30	7	8	8	1.16488851949313	-.363765292838241	-.48864680555156	.6	.8	.6	.666666666666667	.333333333333333	.6	7.13	2.73	0	1
57886	1	60	14	2	2	13	2	13	8	8	4	.422465674222819	.699993832005671	.617027852691676	1	1	1	.8	.7	1	6.88	2.49	.6	1
57894	2	45	22	6	2	22	2	22	7	7	7	-.127976570730838	.71634408013661	1.11925371106159	.6	1	.6	.8	.733333333333333	.6	7.53	1.87	-.4	1
57901	2	21	21	-99.99	-99.99	20	-99.99	21	8	9	8	1.44139628972056	1.20696704925435	.542080848292631	1	1	1	.6	.733333333333333	.6	6.74	2.02	.6	1
